Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Tipo Agregado
Apartamento;Jardim Botânico;3;1;1;129;3700.0;1150.0;353.0;28.68;Apartamento
Apartamento;Ipanema;3;1;1;140;12900.0;1580.0;280.0;92.14;Apartamento
Apartamento;Leblon;2;1;1;70;6000.0;1200.0;180.0;85.71;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;0;0;68;1500.0;650.0;63.0;22.06;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;89;1500.0;860.0;0.0;16.85;Apartamento
Apartamento;Tijuca;2;0;0;60;1900.0;600.0;51.0;31.67;Apartamento
Apartamento;Barra da Tijuca;3;2;1;162;5000.0;1200.0;543.0;30.86;Apartamento
Apartamento;Copacabana;4;0;1;200;4500.0;1939.0;3300.0;22.5;Apartamento
Apartamento;Pechincha;2;1;1;65;1300.0;560.0;840.0;20.0;Apartamento
Apartamento;Copacabana;2;1;0;150;3000.0;1200.0;393.0;20.0;Apartamento
Apartamento;Laranjeiras;1;0;0;24;900.0;415.0;29.0;37.5;Apartamento
Quitinete;Copacabana;1;0;0;25;1000.0;290.0;0.0;40.0;Apartamento
Quitinete;Copacabana;0;0;0;35;1100.0;450.0;0.0;31.43;Apartamento
Apartamento;Barra da Tijuca;4;3;3;160;8500.0;2300.0;400.0;53.12;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;97;2650.0;875.0;205.0;27.32;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;4;202;3200.0;1100.0;1.0;15.84;Apartamento
Apartamento;Vargem Pequena;2;1;1;57;1450.0;470.0;0.0;25.44;Apartamento
Apartamento;Leme;3;1;1;110;5500.0;990.0;180.0;50.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;90;1700.0;609.0;166.0;18.89;Apartamento
Apartamento;Flamengo;2;1;1;95;4000.0;930.0;187.0;42.11;Apartamento
Apartamento;Barra da Tijuca;2;1;2;100;3000.0;2900.0;500.0;30.0;Apartamento
Casa de Condomínio;Barra da Tijuca;5;3;5;1000;20000.0;1800.0;1800.0;20.0;Casa
Apartamento;Barra da Tijuca;4;3;1;245;7000.0;2600.0;710.0;28.57;Apartamento
Apartamento;Ipanema;2;1;0;70;3000.0;950.0;205.0;42.86;Apartamento
Apartamento;Maracanã;3;2;1;116;2500.0;1300.0;163.0;21.55;Apartamento
Apartamento;Leblon;2;2;1;66;4500.0;2080.0;312.0;68.18;Apartamento
Apartamento;Ipanema;3;2;2;348;30000.0;9772.0;1994.0;86.21;Apartamento
Apartamento;Ipanema;1;1;0;80;4200.0;1350.0;335.0;52.5;Apartamento
Apartamento;Laranjeiras;3;0;0;110;2600.0;814.0;110.0;23.64;Apartamento
Casa de Condomínio;Barra da Tijuca;4;2;3;372;9800.0;2333.0;14204.0;26.34;Casa
Apartamento;Barra da Tijuca;2;1;1;63;2800.0;1320.0;145.0;44.44;Apartamento
Apartamento;Leblon;2;1;0;110;3000.0;1300.0;200.0;27.27;Apartamento
Apartamento;Barra da Tijuca;2;1;1;88;2300.0;1265.0;171.0;26.14;Apartamento
Apartamento;Maracanã;2;1;1;83;2800.0;730.0;108.0;33.73;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;75;2000.0;460.0;0.0;26.67;Apartamento
Apartamento;Copacabana;1;0;0;30;1400.0;450.0;23.0;46.67;Apartamento
Apartamento;Leblon;1;0;1;49;3500.0;536.0;0.0;71.43;Apartamento
Apartamento;Maracanã;1;1;0;63;1400.0;590.0;24.0;22.22;Apartamento
Apartamento;Lagoa;2;1;1;100;3800.0;950.0;0.0;38.0;Apartamento
Apartamento;Botafogo;1;0;0;17;1200.0;420.0;25.0;70.59;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;1700.0;560.0;77.0;24.29;Apartamento
Apartamento;Barra da Tijuca;4;2;2;168;5500.0;2000.0;510.0;32.74;Apartamento
Apartamento;Barra da Tijuca;4;6;4;266;14000.0;2400.0;800.0;52.63;Apartamento
Apartamento;Copacabana;3;0;1;160;5000.0;800.0;190.0;31.25;Apartamento
Apartamento;Botafogo;2;1;1;84;3500.0;1113.0;173.0;41.67;Apartamento
Apartamento;Lagoa;3;1;1;120;4300.0;740.0;245.0;35.83;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;68;1300.0;611.0;61.0;19.12;Apartamento
Apartamento;Tijuca;3;1;1;68;2400.0;1015.0;1152.0;35.29;Apartamento
Apartamento;Humaitá;1;1;0;65;2100.0;1272.0;164.0;32.31;Apartamento
Apartamento;Lagoa;2;1;1;96;4500.0;960.0;290.0;46.88;Apartamento
Apartamento;São Francisco Xavier;2;1;0;48;950.0;491.0;36.0;19.79;Apartamento
Apartamento;Rio Comprido;2;1;1;55;1200.0;716.0;0.0;21.82;Apartamento
Casa;Freguesia (Jacarepaguá);4;1;2;416;13000.0;0.0;0.0;31.25;Casa
Apartamento;Recreio dos Bandeirantes;3;1;1;74;1550.0;1034.0;80.0;20.95;Apartamento
Apartamento;Ipanema;3;1;2;170;8000.0;1900.0;0.0;47.06;Apartamento
Apartamento;Grajaú;2;0;0;75;1200.0;460.0;0.0;16.0;Apartamento
Quitinete;Centro;1;0;0;36;1000.0;320.0;0.0;27.78;Apartamento
Apartamento;Lagoa;3;1;1;151;8000.0;1850.0;850.0;52.98;Apartamento
Apartamento;Copacabana;3;0;1;96;3300.0;974.0;0.0;34.38;Apartamento
Apartamento;Barra da Tijuca;4;3;4;262;8000.0;3375.0;693.0;30.53;Apartamento
Apartamento;Copacabana;3;1;0;200;8500.0;1600.0;800.0;42.5;Apartamento
Apartamento;Tijuca;3;0;1;111;2300.0;720.0;0.0;20.72;Apartamento
Apartamento;Flamengo;2;0;0;83;4000.0;577.0;168.0;48.19;Apartamento
Casa de Condomínio;Itanhangá;3;2;3;200;3600.0;480.0;0.0;18.0;Casa
Apartamento;Botafogo;3;1;2;190;4950.0;1500.0;3549.0;26.05;Apartamento
Apartamento;Tijuca;2;0;0;70;1750.0;410.0;64.0;25.0;Apartamento
Apartamento;São Conrado;4;3;2;280;11500.0;3800.0;1500.0;41.07;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;0;0;60;900.0;550.0;15.0;15.0;Apartamento
Apartamento;Laranjeiras;2;0;0;106;2700.0;890.0;155.0;25.47;Apartamento
Apartamento;Flamengo;4;1;1;240;6000.0;2200.0;710.0;25.0;Apartamento
Apartamento;Copacabana;3;0;0;130;3500.0;1000.0;120.0;26.92;Apartamento
Apartamento;São Conrado;4;3;3;246;18000.0;3700.0;1700.0;73.17;Apartamento
Apartamento;Tijuca;3;1;1;130;1600.0;720.0;128.0;12.31;Apartamento
Apartamento;Curicica;3;1;0;60;1300.0;670.0;78.0;21.67;Apartamento
Apartamento;Copacabana;3;0;1;140;3900.0;1750.0;380.0;27.86;Apartamento
Apartamento;Flamengo;3;1;1;130;3500.0;1043.0;232.0;26.92;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;89;1900.0;845.0;0.0;21.35;Apartamento
Casa;Todos os Santos;2;0;0;55;1100.0;100.0;0.0;20.0;Casa
Apartamento;Barra da Tijuca;3;3;3;127;6900.0;2740.0;648.0;54.33;Apartamento
Apartamento;Todos os Santos;2;1;0;55;1100.0;260.0;0.0;20.0;Apartamento
Apartamento;Ipanema;2;1;0;80;3600.0;916.0;200.0;45.0;Apartamento
Apartamento;Copacabana;1;0;0;40;1500.0;750.0;70.0;37.5;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;2;74;2500.0;1350.0;125.0;33.78;Apartamento
Apartamento;Piedade;2;0;0;65;1000.0;150.0;0.0;15.38;Apartamento
Apartamento;Jardim Botânico;4;3;1;220;12000.0;3300.0;641.0;54.55;Apartamento
Apartamento;Copacabana;2;1;0;100;3100.0;980.0;0.0;31.0;Apartamento
Apartamento;Tijuca;2;1;1;90;2400.0;800.0;80.0;26.67;Apartamento
Apartamento;Botafogo;3;1;2;108;5950.0;1400.0;289.0;55.09;Apartamento
Apartamento;Copacabana;2;0;0;72;2300.0;665.0;0.0;31.94;Apartamento
Apartamento;Flamengo;3;1;1;250;10000.0;970.0;0.0;40.0;Apartamento
Apartamento;Ipanema;3;1;1;170;5000.0;2300.0;460.0;29.41;Apartamento
Apartamento;Vila da Penha;2;0;0;60;1310.0;180.0;35.0;21.83;Apartamento
Apartamento;Gávea;3;2;1;130;5000.0;720.0;300.0;38.46;Apartamento
Apartamento;Copacabana;1;0;0;44;1900.0;460.0;25.0;43.18;Apartamento
Apartamento;Ipanema;2;1;1;100;7500.0;4600.0;486.0;75.0;Apartamento
Apartamento;Ipanema;4;2;1;350;17000.0;5000.0;800.0;48.57;Apartamento
Apartamento;Campo Grande;2;0;0;60;1100.0;300.0;0.0;18.33;Apartamento
Apartamento;Copacabana;3;1;0;225;5800.0;1500.0;504.0;25.78;Apartamento
Apartamento;Copacabana;2;0;0;79;2700.0;830.0;135.0;34.18;Apartamento
Apartamento;Barra da Tijuca;3;3;3;260;8500.0;3600.0;530.0;32.69;Apartamento
Apartamento;Ipanema;3;1;1;157;21000.0;3300.0;661.0;133.76;Apartamento
Apartamento;Barra da Tijuca;4;0;1;375;5900.0;4360.0;1902.0;15.73;Apartamento
Apartamento;Curicica;2;1;1;60;1300.0;669.0;80.0;21.67;Apartamento
Apartamento;Leblon;3;1;1;135;9000.0;1220.0;430.0;66.67;Apartamento
Apartamento;Ipanema;2;1;1;100;8000.0;4100.0;500.0;80.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;90;2400.0;820.0;165.0;26.67;Apartamento
Apartamento;Copacabana;3;0;0;74;2500.0;750.0;152.0;33.78;Apartamento
Apartamento;Leblon;4;1;2;220;7800.0;1950.0;490.0;35.45;Apartamento
Apartamento;Botafogo;2;1;1;92;2200.0;1430.0;236.0;23.91;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;85;1700.0;722.0;144.0;20.0;Apartamento
Apartamento;Leblon;3;2;1;200;7500.0;3300.0;640.0;37.5;Apartamento
Apartamento;Barra da Tijuca;3;2;1;123;4500.0;2500.0;780.0;36.59;Apartamento
Apartamento;Leblon;3;2;1;170;7200.0;2200.0;0.0;42.35;Apartamento
Quitinete;Copacabana;0;0;0;20;700.0;710.0;80.0;35.0;Apartamento
Apartamento;Barra da Tijuca;2;1;0;57;1380.0;665.0;105.0;24.21;Apartamento
Apartamento;Flamengo;2;1;1;110;3000.0;1524.0;120.0;27.27;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;2;275;3700.0;1200.0;493.0;13.45;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;90;1800.0;850.0;160.0;20.0;Apartamento
Quitinete;Centro;0;0;0;30;1100.0;396.0;25.0;36.67;Apartamento
Apartamento;Barra da Tijuca;2;2;2;99;5500.0;3237.0;502.0;55.56;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;82;1890.0;680.0;142.0;23.05;Apartamento
Apartamento;Tijuca;2;1;0;56;1500.0;520.0;49.0;26.79;Apartamento
Apartamento;Botafogo;1;1;0;45;1500.0;1098.0;192.0;33.33;Apartamento
Apartamento;Botafogo;3;2;1;95;5000.0;1130.0;261.0;52.63;Apartamento
Apartamento;Barra da Tijuca;4;2;1;160;5300.0;1980.0;440.0;33.12;Apartamento
Apartamento;Barra da Tijuca;3;4;3;263;10000.0;2668.0;896.0;38.02;Apartamento
Apartamento;Tijuca;3;1;1;93;3000.0;1558.0;0.0;32.26;Apartamento
Apartamento;Tijuca;1;1;0;67;1500.0;705.0;67.0;22.39;Apartamento
Apartamento;Botafogo;3;1;0;100;6050.0;1155.0;234.0;60.5;Apartamento
Apartamento;São Conrado;5;2;3;401;12900.0;3781.0;7300.0;32.17;Apartamento
Casa de Condomínio;Joá;4;3;1;250;6900.0;1000.0;522.0;27.6;Casa
Apartamento;Barra da Tijuca;2;2;1;80;4000.0;1721.0;311.0;50.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;85;1500.0;570.0;180.0;17.65;Apartamento
Apartamento;Andaraí;2;1;1;80;1500.0;745.0;89.0;18.75;Apartamento
Apartamento;Copacabana;3;1;0;128;4000.0;1230.0;0.0;31.25;Apartamento
Apartamento;Barra da Tijuca;1;1;1;71;2500.0;1100.0;0.0;35.21;Apartamento
Casa de Vila;Freguesia (Jacarepaguá);2;0;0;65;1400.0;300.0;0.0;21.54;Casa
Apartamento;Flamengo;3;0;0;145;2000.0;1200.0;0.0;13.79;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;65;2000.0;680.0;100.0;30.77;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;75;1000.0;1040.0;112.0;13.33;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;65;1500.0;580.0;73.0;23.08;Apartamento
Apartamento;Barra da Tijuca;5;3;5;340;13000.0;3200.0;0.0;38.24;Apartamento
Apartamento;Leblon;3;1;0;98;3500.0;1424.0;1192.0;35.71;Apartamento
Apartamento;Vila Isabel;2;1;0;60;1150.0;444.0;0.0;19.17;Apartamento
Apartamento;Barra da Tijuca;3;1;2;70;1500.0;1095.0;0.0;21.43;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;4;400;10000.0;1480.0;1000.0;25.0;Apartamento
Apartamento;São Conrado;2;1;1;75;2200.0;1200.0;220.0;29.33;Apartamento
Apartamento;Copacabana;1;1;1;40;2500.0;748.0;670.0;62.5;Apartamento
Quitinete;Copacabana;1;0;0;27;1200.0;450.0;0.0;44.44;Apartamento
Quitinete;Botafogo;1;0;0;25;1000.0;366.0;50.0;40.0;Apartamento
Apartamento;Santa Teresa;1;0;0;60;1700.0;260.0;0.0;28.33;Apartamento
Apartamento;Ipanema;3;0;0;90;2800.0;1400.0;180.0;31.11;Apartamento
Apartamento;Copacabana;3;0;0;107;3200.0;600.0;150.0;29.91;Apartamento
Apartamento;Leblon;2;3;1;170;10000.0;2000.0;300.0;58.82;Apartamento
Apartamento;Flamengo;1;0;0;49;1700.0;440.0;68.0;34.69;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;2;600;30000.0;1100.0;1300.0;50.0;Casa
Apartamento;Pechincha;3;2;1;77;1600.0;650.0;0.0;20.78;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;86;1700.0;554.0;176.0;19.77;Apartamento
Apartamento;Leblon;3;1;1;100;7000.0;1200.0;200.0;70.0;Apartamento
Apartamento;Botafogo;2;1;0;65;2600.0;700.0;85.0;40.0;Apartamento
Apartamento;Campo Grande;2;1;1;60;1300.0;510.0;0.0;21.67;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;1;311;7500.0;970.0;686.0;24.12;Casa
Apartamento;Lagoa;3;1;1;101;3500.0;1155.0;281.0;34.65;Apartamento
Apartamento;Campo Grande;2;1;0;48;900.0;340.0;0.0;18.75;Apartamento
Apartamento;Flamengo;4;3;1;200;14500.0;2400.0;600.0;72.5;Apartamento
Apartamento;Barra da Tijuca;3;2;3;120;2800.0;1280.0;360.0;23.33;Apartamento
Apartamento;Copacabana;2;0;0;70;2000.0;922.0;122.0;28.57;Apartamento
Apartamento;Ipanema;2;1;0;180;18000.0;2500.0;6100.0;100.0;Apartamento
Apartamento;Ipanema;4;2;1;210;16000.0;2900.0;400.0;76.19;Apartamento
Apartamento;Pechincha;2;1;1;68;1500.0;670.0;82.0;22.06;Apartamento
Casa;Gávea;5;4;2;690;10000.0;900.0;1100.0;14.49;Casa
Apartamento;Barra da Tijuca;4;3;4;231;6900.0;2750.0;484.0;29.87;Apartamento
Apartamento;Ipanema;3;1;0;110;4500.0;2520.0;600.0;40.91;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;4;4;4;350;9000.0;550.0;3000.0;25.71;Casa
Apartamento;Barra da Tijuca;3;1;1;90;3000.0;1000.0;200.0;33.33;Apartamento
Apartamento;Leblon;1;0;0;55;3700.0;318.0;90.0;67.27;Apartamento
Apartamento;Barra da Tijuca;4;2;2;165;6000.0;1700.0;4500.0;36.36;Apartamento
Apartamento;São Conrado;4;4;4;510;25000.0;6600.0;0.0;49.02;Apartamento
Apartamento;Leblon;3;1;1;150;5000.0;1000.0;0.0;33.33;Apartamento
Apartamento;Urca;3;2;1;168;7000.0;2172.0;460.0;41.67;Apartamento
Apartamento;Barra da Tijuca;3;3;3;236;16000.0;4200.0;1000.0;67.8;Apartamento
Casa de Condomínio;Campo Grande;2;1;2;80;1500.0;490.0;0.0;18.75;Casa
Apartamento;Tijuca;2;1;1;75;1800.0;620.0;150.0;24.0;Apartamento
Apartamento;Laranjeiras;1;1;1;40;2200.0;315.0;47.0;55.0;Apartamento
Apartamento;Ipanema;2;0;0;90;2700.0;1578.0;244.0;30.0;Apartamento
Apartamento;Ipanema;2;1;1;120;10000.0;1800.0;322.0;83.33;Apartamento
Apartamento;Barra da Tijuca;2;1;1;82;2500.0;1250.0;2400.0;30.49;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;59;700.0;475.0;0.0;11.86;Apartamento
Apartamento;Barra da Tijuca;2;1;1;69;2300.0;950.0;98.0;33.33;Apartamento
Apartamento;Ipanema;2;1;0;81;4000.0;1070.0;214.0;49.38;Apartamento
Apartamento;Tijuca;2;0;0;65;1800.0;580.0;87.0;27.69;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;101;1600.0;722.0;236.0;15.84;Apartamento
Apartamento;Pechincha;2;1;1;69;1400.0;360.0;41.0;20.29;Apartamento
Apartamento;Jacarepaguá;3;1;1;100;2400.0;1400.0;0.0;24.0;Apartamento
Apartamento;Botafogo;4;2;0;622;15000.0;3545.0;1420.0;24.12;Apartamento
Apartamento;Recreio dos Bandeirantes;4;4;1;400;5000.0;800.0;3500.0;12.5;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;2600.0;1100.0;242.0;28.89;Apartamento
Apartamento;Centro;0;0;0;32;700.0;358.0;21.0;21.88;Apartamento
Apartamento;Barra da Tijuca;4;4;4;466;16000.0;4000.0;12000.0;34.33;Apartamento
Apartamento;Barra da Tijuca;4;3;4;237;8500.0;3500.0;400.0;35.86;Apartamento
Apartamento;Ipanema;2;1;0;73;3300.0;2500.0;0.0;45.21;Apartamento
Apartamento;Leblon;4;2;2;300;25000.0;2600.0;500.0;83.33;Apartamento
Apartamento;Leme;3;0;0;155;2800.0;1300.0;291.0;18.06;Apartamento
Apartamento;Ipanema;3;2;1;200;23000.0;2200.0;0.0;115.0;Apartamento
Casa;Barra da Tijuca;4;4;4;500;15000.0;974.0;0.0;30.0;Casa
Apartamento;Recreio dos Bandeirantes;3;2;1;105;2300.0;842.0;0.0;21.9;Apartamento
Apartamento;Botafogo;2;1;1;86;2900.0;950.0;0.0;33.72;Apartamento
Apartamento;Leblon;4;3;2;202;12000.0;1700.0;450.0;59.41;Apartamento
Apartamento;Leblon;2;2;1;89;6400.0;1957.0;437.0;71.91;Apartamento
Apartamento;Ipanema;4;5;4;370;25000.0;7600.0;2700.0;67.57;Apartamento
Apartamento;Copacabana;1;0;0;45;1500.0;784.0;65.0;33.33;Apartamento
Apartamento;Barra da Tijuca;3;3;1;250;6000.0;2800.0;7000.0;24.0;Apartamento
Apartamento;Copacabana;1;0;0;36;2200.0;590.0;0.0;61.11;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;4;341;9000.0;850.0;766.0;26.39;Casa
Apartamento;Tijuca;2;0;0;110;1800.0;350.0;0.0;16.36;Apartamento
Apartamento;Barra da Tijuca;2;1;1;69;2800.0;1350.0;348.0;40.58;Apartamento
Apartamento;Vila Isabel;1;0;0;30;1100.0;385.0;21.0;36.67;Apartamento
Casa de Condomínio;Vargem Pequena;5;3;2;430;4000.0;950.0;250.0;9.3;Casa
Apartamento;Flamengo;1;1;0;44;1799.0;440.0;20.0;40.89;Apartamento
Apartamento;Tijuca;3;2;1;120;2800.0;1600.0;170.0;23.33;Apartamento
Apartamento;Lagoa;3;1;1;75;4000.0;1250.0;309.0;53.33;Apartamento
Apartamento;Cosme Velho;4;3;2;190;6000.0;1600.0;407.0;31.58;Apartamento
Apartamento;Barra da Tijuca;2;1;1;66;2000.0;780.0;187.0;30.3;Apartamento
Apartamento;Barra da Tijuca;4;2;1;160;3800.0;1800.0;600.0;23.75;Apartamento
Apartamento;Ipanema;2;3;2;214;20000.0;3500.0;12000.0;93.46;Apartamento
Apartamento;Barra da Tijuca;3;1;1;125;5500.0;1710.0;200.0;44.0;Apartamento
Apartamento;Flamengo;2;0;0;72;2300.0;580.0;1200.0;31.94;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;167;1250000.0;1186.0;320.0;7485.03;Apartamento
Apartamento;Flamengo;2;0;0;72;2250.0;671.0;132.0;31.25;Apartamento
Quitinete;Centro;1;0;0;20;850.0;390.0;24.0;42.5;Apartamento
Apartamento;Barra da Tijuca;2;2;1;87;3100.0;1550.0;543.0;35.63;Apartamento
Apartamento;Barra da Tijuca;3;2;1;115;2700.0;1683.0;262.0;23.48;Apartamento
Apartamento;Barra da Tijuca;4;3;2;233;7000.0;4100.0;6500.0;30.04;Apartamento
Casa;Campo Grande;3;1;1;100;1500.0;0.0;0.0;15.0;Casa
Apartamento;Recreio dos Bandeirantes;2;1;1;76;1600.0;559.0;135.0;21.05;Apartamento
Apartamento;Flamengo;2;0;0;71;2400.0;577.0;0.0;33.8;Apartamento
Apartamento;Leme;3;1;1;84;3300.0;1320.0;1474.0;39.29;Apartamento
Apartamento;Barra da Tijuca;3;1;1;72;2100.0;660.0;110.0;29.17;Apartamento
Apartamento;Barra da Tijuca;2;1;0;62;2300.0;1100.0;179.0;37.1;Apartamento
Apartamento;Botafogo;2;1;1;105;5800.0;1353.0;281.0;55.24;Apartamento
Quitinete;Laranjeiras;1;0;0;28;1100.0;480.0;25.0;39.29;Apartamento
Apartamento;Santa Teresa;3;0;1;100;2250.0;420.0;50.0;22.5;Apartamento
Casa;Glória;6;2;0;400;10000.0;0.0;370.0;25.0;Casa
Quitinete;Catete;0;0;0;37;1100.0;676.0;0.0;29.73;Apartamento
Apartamento;Vila Isabel;2;1;1;80;1500.0;538.0;96.0;18.75;Apartamento
Apartamento;Tijuca;3;0;0;90;1650.0;1000.0;172.0;18.33;Apartamento
Apartamento;Catete;1;0;0;37;1300.0;360.0;24.0;35.14;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;66;1700.0;861.0;0.0;25.76;Apartamento
Apartamento;Barra da Tijuca;3;2;1;170;3300.0;14784.0;557.0;19.41;Apartamento
Casa;Urca;6;2;2;260;18000.0;0.0;0.0;69.23;Casa
Apartamento;Barra da Tijuca;3;3;3;175;12000.0;2000.0;300.0;68.57;Apartamento
Apartamento;Botafogo;2;1;1;64;3350.0;920.0;150.0;52.34;Apartamento
Apartamento;Botafogo;2;1;1;80;4300.0;1379.0;187.0;53.75;Apartamento
Apartamento;Bonsucesso;3;0;0;110;1500.0;420.0;268.0;13.64;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;71;2000.0;550.0;0.0;28.17;Apartamento
Apartamento;Jacarepaguá;2;1;1;70;1550.0;360.0;27.0;22.14;Apartamento
Apartamento;Ipanema;3;2;1;200;15000.0;1900.0;520.0;75.0;Apartamento
Apartamento;Laranjeiras;2;0;0;98;2200.0;809.0;0.0;22.45;Apartamento
Apartamento;Gávea;1;0;0;33;1700.0;731.0;61.0;51.52;Apartamento
Apartamento;Copacabana;1;0;0;33;1400.0;561.0;29.0;42.42;Apartamento
Apartamento;Ipanema;2;1;1;100;6000.0;4500.0;443.0;60.0;Apartamento
Apartamento;Copacabana;4;2;4;410;25000.0;2200.0;1350.0;60.98;Apartamento
Apartamento;Leblon;2;1;1;115;3500.0;1380.0;0.0;30.43;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;90;2100.0;620.0;170.0;23.33;Apartamento
Apartamento;Leblon;3;1;0;90;4690.0;926.0;254.0;52.11;Apartamento
Apartamento;Andaraí;2;1;0;86;1900.0;559.0;0.0;22.09;Apartamento
Apartamento;Barra da Tijuca;4;4;4;170;5900.0;918.0;6487.0;34.71;Apartamento
Apartamento;Barra da Tijuca;4;2;2;170;7500.0;1946.0;998.0;44.12;Apartamento
Apartamento;Méier;3;0;0;59;1050.0;230.0;25.0;17.8;Apartamento
Apartamento;Méier;2;1;0;65;1000.0;300.0;13.0;15.38;Apartamento
Apartamento;Praça da Bandeira;2;0;0;57;1640.0;540.0;51.0;28.77;Apartamento
Quitinete;Leblon;1;0;0;20;1800.0;672.0;58.0;90.0;Apartamento
Apartamento;Copacabana;3;2;1;140;3900.0;1650.0;290.0;27.86;Apartamento
Apartamento;Centro;0;0;0;48;2000.0;349.0;0.0;41.67;Apartamento
Apartamento;Copacabana;3;1;1;200;6200.0;1800.0;420.0;31.0;Apartamento
Apartamento;Ipanema;4;2;1;150;7500.0;2000.0;4900.0;50.0;Apartamento
Apartamento;Tijuca;4;3;2;130;2600.0;1100.0;240.0;20.0;Apartamento
Apartamento;Senador Vasconcelos;1;1;1;50;800.0;180.0;0.0;16.0;Apartamento
Apartamento;Leme;1;0;0;45;3000.0;743.0;57.0;66.67;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;71;1800.0;658.0;0.0;25.35;Apartamento
Quitinete;Centro;1;0;0;34;750.0;470.0;0.0;22.06;Apartamento
Apartamento;Icaraí;3;1;1;169;1800.0;1000.0;300.0;10.65;Apartamento
Apartamento;Ipanema;4;1;2;210;7000.0;2900.0;717.0;33.33;Apartamento
Apartamento;Laranjeiras;2;1;0;80;2000.0;450.0;0.0;25.0;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;4;315;15000.0;1200.0;850.0;47.62;Casa
Apartamento;Copacabana;3;0;0;100;2500.0;900.0;209.0;25.0;Apartamento
Quitinete;Copacabana;1;1;0;30;1300.0;300.0;100.0;43.33;Apartamento
Apartamento;Vila da Penha;2;0;0;50;900.0;200.0;0.0;18.0;Apartamento
Apartamento;Centro;1;0;0;25;850.0;223.0;24.0;34.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;98;1900.0;1000.0;139.0;19.39;Apartamento
Apartamento;Recreio dos Bandeirantes;1;1;1;52;1400.0;511.0;0.0;26.92;Apartamento
Apartamento;Barra da Tijuca;3;2;1;350;7000.0;2700.0;600.0;20.0;Apartamento
Apartamento;Tijuca;2;0;0;65;1800.0;360.0;202.0;27.69;Apartamento
Casa;Cordovil;1;0;0;65;650.0;0.0;0.0;10.0;Casa
Casa de Condomínio;Barra da Tijuca;5;3;5;820;25000.0;2500.0;1500.0;30.49;Casa
Apartamento;Vila da Penha;2;1;0;48;1000.0;250.0;0.0;20.83;Apartamento
Casa de Condomínio;Botafogo;5;0;0;600;18000.0;0.0;2300.0;30.0;Casa
Apartamento;Copacabana;1;0;0;50;1800.0;600.0;30.0;36.0;Apartamento
Apartamento;São Francisco Xavier;2;1;1;60;1600.0;570.0;33.0;26.67;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;3500.0;2027.0;616.0;38.89;Apartamento
Apartamento;Copacabana;1;0;0;30;1700.0;600.0;24.0;56.67;Apartamento
Apartamento;Tijuca;3;1;0;89;2300.0;889.0;122.0;25.84;Apartamento
Apartamento;Barra da Tijuca;3;2;3;120;2900.0;1290.0;100.0;24.17;Apartamento
Casa;Campo Grande;2;3;0;120;1200.0;0.0;30.0;10.0;Casa
Apartamento;Recreio dos Bandeirantes;2;1;1;68;1600.0;590.0;170.0;23.53;Apartamento
Apartamento;Del Castilho;2;1;0;67;1200.0;300.0;0.0;17.91;Apartamento
Apartamento;Andaraí;1;1;0;55;1200.0;870.0;25.0;21.82;Apartamento
